1,1,0.6521739130434783
1,2,0.631578947368421
1,3,0.6
1,4,0.4
1,5,0.47368421052631576
13,1,0.5862068965517241
13,2,0.6190476190476191
13,3,0.4666666666666667
13,4,0.3333333333333333
13,5,0.6666666666666666
52,1,0.5135135135135135
52,2,0.46153846153846156
52,3,0.75
52,4,0.7142857142857143
52,5,0.7857142857142857
54,1,0.5357142857142857
54,2,0.5769230769230769
54,3,0.5789473684210527
54,4,0.6
54,5,0.8
65,1,0.6428571428571429
65,2,0.48148148148148145
65,3,0.5
65,4,0.5555555555555556
65,5,0.65
75,1,0.7241379310344828
75,2,0.5555555555555556
75,3,0.5555555555555556
75,4,0.5
75,5,0.5652173913043478
78,1,0.5172413793103449
78,2,0.5714285714285714
78,3,0.6666666666666666
78,4,0.6363636363636364
78,5,0.5
86,1,0.6956521739130435
86,2,0.5862068965517241
86,3,0.6
86,4,0.6666666666666666
86,5,0.3888888888888889
87,1,0.7428571428571429
87,2,0.5428571428571428
87,3,0.47058823529411764
87,4,0.5
87,5,0.4117647058823529
92,1,0.4166666666666667
92,2,0.6086956521739131
92,3,0.625
92,4,0.6363636363636364
92,5,0.6363636363636364
